author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
(Part of Artisan Pocket Journals),https://www.simonandschuster.com/books/Red-Artisan-Pocket-Journal-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Pocket-Journals/9781787558717,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558717/red-artisan-pocket-journal-flame-tree-journals-9781787558717.jpg,Red Artisan Pocket Journal (Flame Tree Journals),$12.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,90571093
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Mahogany-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787558632,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558632/mahogany-artisan-notebook-flame-tree-journals-9781787558632.jpg,Mahogany Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,23637700
(Part of Artisan Pocket Journals),https://www.simonandschuster.com/books/Black-Artisan-Pocket-Journal-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Pocket-Journals/9781787558731,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558731/black-artisan-pocket-journal-flame-tree-journals-9781787558731.jpg,Black Artisan Pocket Journal (Flame Tree Journals),$12.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,44148969
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Teal-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787558649,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558649/teal-artisan-notebook-flame-tree-journals-9781787558649.jpg,Teal Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,39504396
(Part of Artisan Pocket Journals),https://www.simonandschuster.com/books/Purple-Artisan-Pocket-Journal-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Pocket-Journals/9781787558724,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558724/purple-artisan-pocket-journal-flame-tree-journals-9781787558724.jpg,Purple Artisan Pocket Journal (Flame Tree Journals),$12.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,82106763
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Kew-Gardens-Marianne-North-Honeyflowers-and-Honeysuckers-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787558069,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558069/kew-gardens-marianne-north-honeyflowers-and-honeysuckers-foiled-journal-9781787558069.jpg,Kew Gardens' Marianne North: Honeyflowers and Honeysuckers (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,10019832
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Ashmolean-Cranes-Cycads-and-Wisteria-by-Nishimura-So-zaemon-XII-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787558045,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558045/ashmolean-cranes-cycads-and-wisteria-by-nishimura-so-zaemon-xii-foiled-journal-9781787558045.jpg,"Ashmolean: Cranes, Cycads and Wisteria by Nishimura So-zaemon XII (Foiled Journal)",$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,72201303
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Angela-Harding-Fishing-Otter-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787558021,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558021/angela-harding-fishing-otter-foiled-journal-9781787558021.jpg,Angela Harding: Fishing Otter (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,44121292
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Vincent-van-Gogh-Bedroom-at-Arles-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787558090,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558090/vincent-van-gogh-bedroom-at-arles-foiled-journal-9781787558090.jpg,Vincent van Gogh: Bedroom at Arles (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,42135333
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Gustav-Klimt-Poppy-Field-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787558014,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558014/gustav-klimt-poppy-field-foiled-journal-9781787558014.jpg,Gustav Klimt: Poppy Field (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,32100709
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Janine-Partington-Copper-Foil-Meadow-Scene-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787558052,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787558052/janine-partington-copper-foil-meadow-scene-foiled-journal-9781787558052.jpg,Janine Partington: Copper Foil Meadow Scene (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,73197096
Don Mann and Kraig Becker,https://www.simonandschuster.com/books/Facing-Your-Fears/Don-Mann/9781510745742,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510745742/facing-your-fears-9781510745742.jpg,Facing Your Fears,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,56139297
Byron Reese,https://www.simonandschuster.com/books/The-Fourth-Age/Byron-Reese/9781501158575,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501158575/the-fourth-age-9781501158575.jpg,The Fourth Age,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,86012864
Elana Frankel,https://www.simonandschuster.com/books/Women-Weed/Elana-Frankel/9781951274092,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781951274092/women-weed-9781951274092.jpg,Women & Weed,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,51823456
Evan Carmichael,https://www.simonandschuster.com/books/Built-to-Serve/Evan-Carmichael/9781642934915,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642934915/built-to-serve-9781642934915.jpg,Built to Serve,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,673764
Jonah Berger,https://www.simonandschuster.com/books/The-Catalyst/Jonah-Berger/9781982108601,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982108601/the-catalyst-9781982108601.jpg,The Catalyst,$26.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,43371398
Gerald Posner,https://www.simonandschuster.com/books/Pharma/Gerald-Posner/9781501151897,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501151897/pharma-9781501151897.jpg,Pharma,$35.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,59838434
Ida Abbott,https://www.simonandschuster.com/books/Retirement-by-Design/Ida-Abbott/9781646040216,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781646040216/retirement-by-design-9781646040216.jpg,Retirement by Design,$19.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,40563300
Terry Giles,https://www.simonandschuster.com/books/The-Fifteen-Percent/Terry-Giles/9781510758339,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510758339/the-fifteen-percent-9781510758339.jpg,The Fifteen Percent,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,31126840
Michelle P. King,https://www.simonandschuster.com/books/The-Fix/Michelle-P-King/9781982110925,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982110925/the-fix-9781982110925.jpg,The Fix,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,32984621
Dan Heath,https://www.simonandschuster.com/books/Upstream/Dan-Heath/9781982134723,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982134723/upstream-9781982134723.jpg,Upstream,$30.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,67580760
Aja McClanahan,https://www.simonandschuster.com/books/How-a-Mother-Should-Talk-About-Money-with-Her-Daughter/Aja-McClanahan/9781621537427,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621537427/how-a-mother-should-talk-about-money-with-her-daughter-9781621537427.jpg,How a Mother Should Talk About Money with Her Daughter,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,10763327
Kevin Hancock,https://www.simonandschuster.com/books/The-Seventh-Power/Kevin-Hancock/9781642934069,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642934069/the-seventh-power-9781642934069.jpg,The Seventh Power,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,98471333
Lindsay Bryan-Podvin,https://www.simonandschuster.com/books/The-Financial-Anxiety-Solution/Lindsay-Bryan-Podvin/9781646040070,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781646040070/the-financial-anxiety-solution-9781646040070.jpg,The Financial Anxiety Solution,$15.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,29369980
Tom Barr,https://www.simonandschuster.com/books/Enablon-and-Me/Tom-Barr/9781642933642,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642933642/enablon-and-me-9781642933642.jpg,Enablon and Me,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,67864300
Michele Cagan,https://www.simonandschuster.com/books/Debt-101/Michele-Cagan/Adams-101/9781507212660,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507212660/debt-101-9781507212660.jpg,Debt 101,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,51717301
Jill Abramson,https://www.simonandschuster.com/books/Merchants-of-Truth/Jill-Abramson/9781501123214,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501123214/merchants-of-truth-9781501123214.jpg,Merchants of Truth,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,97075943
Jimmy Blackmon,https://www.simonandschuster.com/books/Cowboys-Over-Iraq/Jimmy-Blackmon/9781642933987,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642933987/cowboys-over-iraq-9781642933987.jpg,Cowboys Over Iraq,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,84853081
Connie Bruck,https://www.simonandschuster.com/books/The-Predators-Ball/Connie-Bruck/9781982144265,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982144265/the-predators-ball-9781982144265.jpg,The Predators' Ball,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,18542968
Reynold Levy,https://www.simonandschuster.com/books/Start-Now/Reynold-Levy/9781948122542,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948122542/start-now-9781948122542.jpg,Start Now,$25.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,44371090
Peter H. Diamandis and Steven Kotler,https://www.simonandschuster.com/books/The-Future-Is-Faster-Than-You-Think/Peter-H-Diamandis/Exponential-Technology-Series/9781982109660,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982109660/the-future-is-faster-than-you-think-9781982109660.jpg,The Future Is Faster Than You Think,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,40933710
Elizabeth White,https://www.simonandschuster.com/books/55-Underemployed-and-Faking-Normal/Elizabeth-White/9781501196836,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501196836/55-underemployed-and-faking-normal-9781501196836.jpg,"55, Underemployed, and Faking Normal",$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,21439551
King Patrick,https://www.simonandschuster.com/books/The-Art-of-Captivating-Conversation/King-Patrick/9781510729063,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510729063/the-art-of-captivating-conversation-9781510729063.jpg,The Art of Captivating Conversation,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,73598400
Marques Ogden,https://www.simonandschuster.com/books/The-Success-Cycle/Marques-Ogden/9781642931747,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642931747/the-success-cycle-9781642931747.jpg,The Success Cycle,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,52468431
David L. Bahnsen,https://www.simonandschuster.com/books/Elizabeth-Warren/David-L-Bahnsen/9781642935332,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642935332/elizabeth-warren-9781642935332.jpg,Elizabeth Warren,$25.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,24403770
Jean Case,https://www.simonandschuster.com/books/Be-Fearless/Jean-Case/9781501196355,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501196355/be-fearless-9781501196355.jpg,Be Fearless,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,62883493
Erica Williams Simon,https://www.simonandschuster.com/books/You-Deserve-the-Truth/Erica-Williams-Simon/9781501163272,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501163272/you-deserve-the-truth-9781501163272.jpg,You Deserve the Truth,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,7362381
Lindsay Goldwert,https://www.simonandschuster.com/books/Bow-Down/Lindsay-Goldwert/9781982130466,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982130466/bow-down-9781982130466.jpg,Bow Down,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,27284008
Fred P. Hochberg,https://www.simonandschuster.com/books/Trade-Is-Not-a-Four-Letter-Word/Fred-P-Hochberg/9781982127367,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982127367/trade-is-not-a-four-letter-word-9781982127367.jpg,Trade Is Not a Four-Letter Word,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,39274989
Aaron McHugh,https://www.simonandschuster.com/books/Fire-Your-Boss/Aaron-McHugh/9781642930801,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642930801/fire-your-boss-9781642930801.jpg,Fire Your Boss,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,9842379
Shelley Paxton,https://www.simonandschuster.com/books/Soulbbatical/Shelley-Paxton/9781982131333,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982131333/soulbbatical-9781982131333.jpg,Soulbbatical,$26.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,89283098
Doug Hudgeon and Richard Nichol,https://www.simonandschuster.com/books/Machine-Learning-for-Business/Doug-Hudgeon/9781617295836,https://d28hgpri8am2if.cloudfront.net/book_images/no_book_cover.jpg,Machine Learning for Business,$39.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,6610580
Leonard D. DuBoff and Christy King,https://www.simonandschuster.com/books/The-Law-(in-Plain-English)-for-Photographers/Leonard-D-DuBoff/In-Plain-English/9781581157123,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781581157123/the-law-in-plain-english-for-photographers-9781581157123.jpg,The Law (in Plain English) for Photographers,$24.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,94022146
Mandeep Rai,https://www.simonandschuster.com/books/The-Values-Compass/Mandeep-Rai/9781501183386,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501183386/the-values-compass-9781501183386.jpg,The Values Compass,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,6336869
Jacqueline Newman,https://www.simonandschuster.com/books/The-New-Rules-of-Divorce/Jacqueline-Newman/9781982127930,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982127930/the-new-rules-of-divorce-9781982127930.jpg,The New Rules of Divorce,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,45522732
Travis Steffen,https://www.simonandschuster.com/books/Viral-Hero/Travis-Steffen/9781950906369,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781950906369/viral-hero-9781950906369.jpg,Viral Hero,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,42057435
Jane Bryant Quinn,https://www.simonandschuster.com/books/How-to-Make-Your-Money-Last-Completely-Updated-for-Planning-Today/Jane-Bryant-Quinn/9781982115838,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982115838/how-to-make-your-money-last-completely-updated-for-planning-today-9781982115838.jpg,How to Make Your Money Last - Completely Updated for Planning Today,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,27216827
Timothy Coomer PhD,https://www.simonandschuster.com/books/Discipline-Strategy/Timothy-Coomer/9781948677271,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948677271/discipline-strategy-9781948677271.jpg,Discipline Strategy,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,99389322
"Teresa Douglas, Holly Gordon, and Mike Webber",https://www.simonandschuster.com/books/Working-Remotely/Teresa-Douglas/9781506254333,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781506254333/working-remotely-9781506254333.jpg,Working Remotely,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,69611892
Jae Oh,https://www.simonandschuster.com/books/Maximize-Your-Medicare-2020-2021-Edition/Jae-Oh/9781621537540,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621537540/maximize-your-medicare-2020-2021-edition-9781621537540.jpg,Maximize Your Medicare: 2020-2021 Edition,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,4927683
Mark Divine,https://www.simonandschuster.com/books/Way-of-the-Seal-Journal/Mark-Divine/9781621454793,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621454793/way-of-the-seal-journal-9781621454793.jpg,Way of the Seal Journal,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,2511513
Hilary Kramer,https://www.simonandschuster.com/books/GameChanger-Investing/Hilary-Kramer/9781684510054,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781684510054/gamechanger-investing-9781684510054.jpg,GameChanger Investing,$28.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,67119165
Jonathan Waldman,https://www.simonandschuster.com/books/SAM/Jonathan-Waldman/9781501140594,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501140594/sam-9781501140594.jpg,SAM,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,79158021
Michele Cagan,https://www.simonandschuster.com/books/Retirement-101/Michele-Cagan/Adams-101/9781507212240,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507212240/retirement-101-9781507212240.jpg,Retirement 101,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,5935020
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Kerem-Beyit-Mama-Leaf-Dragon-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555716,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555716/kerem-beyit-mama-leaf-dragon-foiled-journal-9781787555716.jpg,Kerem Beyit: Mama Leaf Dragon (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,73405850
Peter Sander and Scott Bobo,https://www.simonandschuster.com/books/The-100-Best-Stocks-to-Buy-in-2020/Peter-Sander/100-Best-Stocks/9781507212042,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507212042/the-100-best-stocks-to-buy-in-2020-9781507212042.jpg,The 100 Best Stocks to Buy in 2020,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,37482614
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Janine-Partington-Copper-Foil-Patchwork-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555693,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555693/janine-partington-copper-foil-patchwork-foiled-journal-9781787555693.jpg,Janine Partington: Copper Foil Patchwork (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,723710
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/John-Tenniel-Alice-and-the-Cheshire-Cat-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555723,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555723/john-tenniel-alice-and-the-cheshire-cat-foiled-journal-9781787555723.jpg,John Tenniel: Alice and the Cheshire Cat (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,2981999
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Angela-Harding-Rathlin-Hares-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555709,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555709/angela-harding-rathlin-hares-foiled-journal-9781787555709.jpg,Angela Harding: Rathlin Hares (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,55315286
Ray Dalio,https://www.simonandschuster.com/books/Principles-for-Success/Ray-Dalio/9781982147211,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982147211/principles-for-success-9781982147211.jpg,Principles for Success,$24.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,60403810
Graham Binks,https://www.simonandschuster.com/books/Trusting-Technology/Graham-Binks/9781642932720,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932720/trusting-technology-9781642932720.jpg,Trusting Technology,$18.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,61621792
Jack Modzelewski,https://www.simonandschuster.com/books/Talk-Is-Chief/Jack-Modzelewski/9781948122528,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948122528/talk-is-chief-9781948122528.jpg,Talk Is Chief,$27.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,90687423
The Writers of Wise Bread,https://www.simonandschuster.com/books/10-001-Ways-to-Live-Large-on-a-Small-Budget/The-Writers-of-Wise-Bread/9781510752818,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510752818/10-001-ways-to-live-large-on-a-small-budget-9781510752818.jpg,"10,001 Ways to Live Large on a Small Budget",$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,24235972
Sarah Cooper,https://www.simonandschuster.com/books/How-to-Be-Successful-without-Hurting-Mens-Feelings/Sarah-Cooper/9781524854683,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781524854683/how-to-be-successful-without-hurting-mens-feelings-9781524854683.jpg,How to Be Successful without Hurting Men's Feelings,$8.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,33139615
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Metallic-Blue-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787556027,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787556027/metallic-blue-artisan-notebook-flame-tree-journals-9781787556027.jpg,Metallic Blue Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,47144215
Bill Hart and Bill Blankschaen,https://www.simonandschuster.com/books/White-Collar-Warrior/Bill-Hart/9781642934823,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642934823/white-collar-warrior-9781642934823.jpg,White Collar Warrior,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,97408899
Joe Ricketts,https://www.simonandschuster.com/books/The-Harder-You-Work-the-Luckier-You-Get/Joe-Ricketts/9781501164781,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501164781/the-harder-you-work-the-luckier-you-get-9781501164781.jpg,"The Harder You Work, the Luckier You Get",$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,13433970
Vish Chatterji and Yogrishi Vishvketu,https://www.simonandschuster.com/books/The-BUSINESS-CASUAL-YOGI-Career-Success-Work-Life-Balance-Achieved-Via-Yoga/Vish-Chatterji/9781683836872,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781683836872/the-business-casual-yogi-9781683836872.jpg,The BUSINESS CASUAL YOGI / Career Success & Work/Life Balance Achieved Via Yoga,$17.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,90244810
Joseph Healy,https://www.simonandschuster.com/books/Breaking-the-Banks/Joseph-Healy/9781920727949,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781920727949/breaking-the-banks-9781920727949.jpg,Breaking the Banks,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,55901844
Donald S. Passman,https://www.simonandschuster.com/books/All-You-Need-to-Know-About-the-Music-Business/Donald-S-Passman/9781501122187,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501122187/all-you-need-to-know-about-the-music-business-9781501122187.jpg,All You Need to Know About the Music Business,$35.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,99539657
Karen Wickre,https://www.simonandschuster.com/books/Taking-the-Work-Out-of-Networking/Karen-Wickre/9781501199288,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501199288/taking-the-work-out-of-networking-9781501199288.jpg,Taking the Work Out of Networking,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,28297004
Michael Hageloh,https://www.simonandschuster.com/books/Live-from-Cupertino/Michael-Hageloh/9781642931709,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642931709/live-from-cupertino-9781642931709.jpg,Live from Cupertino,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,59687372
Mary Buffett and Sean Seah,https://www.simonandschuster.com/books/7-Secrets-to-Investing-Like-Warren-Buffett/Mary-Buffett/9781982130336,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982130336/7-secrets-to-investing-like-warren-buffett-9781982130336.jpg,7 Secrets to Investing Like Warren Buffett,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,57371633
John Murphy,https://www.simonandschuster.com/books/Miracle-Minded-Manager/John-Murphy/9781582707174,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781582707174/miracle-minded-manager-9781582707174.jpg,Miracle Minded Manager,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,43760894
Don Mann and Kraig Becker,https://www.simonandschuster.com/books/Overcoming-Obstacles/Don-Mann/9781510745735,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510745735/overcoming-obstacles-9781510745735.jpg,Overcoming Obstacles,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,44000247
David J. Scranton,https://www.simonandschuster.com/books/The-Retirement-Income-Stor-E!/David-J-Scranton/9780997544190,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9780997544190/the-retirement-income-stor-e-9780997544190.jpg,The Retirement Income Stor-E!,$24.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,14963061
Frank Bennack,https://www.simonandschuster.com/books/Leave-Something-on-the-Table/Frank-Bennack/9781982114152,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982114152/leave-something-on-the-table-9781982114152.jpg,Leave Something on the Table,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,30505518
Joni Carley,https://www.simonandschuster.com/books/The-Alchemy-of-Power/Joni-Carley/9781682616239,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682616239/the-alchemy-of-power-9781682616239.jpg,The Alchemy of Power,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,7634587
Maxim Behar,https://www.simonandschuster.com/books/The-Global-PR-Revolution/Maxim-Behar/9781621537151,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621537151/the-global-pr-revolution-9781621537151.jpg,The Global PR Revolution,$29.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,55630047
