author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
Stephen J. Harvill,https://www.simonandschuster.com/books/21-Secrets-of-Million-Dollar-Sellers/Stephen-J-Harvill/9781501153464,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501153464/21-secrets-of-million-dollar-sellers-9781501153464.jpg,21 Secrets of Million-Dollar Sellers,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,13727542
Josh Langley,https://www.simonandschuster.com/books/Find-Your-Creative-Mojo/Josh-Langley/9781925675641,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781925675641/find-your-creative-mojo-9781925675641.jpg,Find Your Creative Mojo,$6.04,https://www.simonandschuster.com/,2021-01-15,simonandschuster,11965863
Pete Leibman,https://www.simonandschuster.com/books/Work-Stronger/Pete-Leibman/9781510731622,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510731622/work-stronger-9781510731622.jpg,Work Stronger,$21.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,23245937
Ronne Brown,https://www.simonandschuster.com/books/From-Mopping-Floors-to-Making-Millions-on-Instagram/Ronne-Brown/9781682615362,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682615362/from-mopping-floors-to-making-millions-on-instagram-9781682615362.jpg,From Mopping Floors to Making Millions on Instagram,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,3035823
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Josephine-Wall-Mer-Fairy-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550230,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550230/josephine-wall-mer-fairy-foiled-journal-9781787550230.jpg,Josephine Wall: Mer Fairy (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,66348583
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Gustav-Klimt-Serena-Pulitzer-Lederer-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550285,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550285/gustav-klimt-serena-pulitzer-lederer-foiled-journal-9781787550285.jpg,Gustav Klimt: Serena Pulitzer Lederer (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,90048714
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/National-Gallery-Bosschaert-the-Elder-Still-life-of-Flowers-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550261,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550261/national-gallery-bosschaert-the-elder-still-life-of-flowers-foiled-journal-9781787550261.jpg,National Gallery: Bosschaert the Elder - Still life of Flowers (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,16828178
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Walter-Spies-Balinese-Landscape-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550254,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550254/walter-spies-balinese-landscape-foiled-journal-9781787550254.jpg,Walter Spies: Balinese Landscape (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,40588314
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Koloman-Moser-Art-Nouveau-Fashion-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550247,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550247/koloman-moser-art-nouveau-fashion-foiled-journal-9781787550247.jpg,Koloman Moser: Art Nouveau Fashion (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,4581367
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/National-Gallery-Wilton-Diptych-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550278,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550278/national-gallery-wilton-diptych-foiled-journal-9781787550278.jpg,National Gallery: Wilton Diptych (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,89040473
Derek Miller and Noelle Pugh,https://www.simonandschuster.com/books/Six-Figure-Crowdfunding/Derek-Miller/9781684152117,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781684152117/six-figure-crowdfunding-9781684152117.jpg,Six Figure Crowdfunding,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,9439452
Dee Carter,https://www.simonandschuster.com/books/Its-Now-or-Never/Dee-Carter/9780997544169,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9780997544169/its-now-or-never-9780997544169.jpg,It's Now or Never…,$24.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,25746962
Jesse Eisinger,https://www.simonandschuster.com/books/The-Chickenshit-Club/Jesse-Eisinger/9781501121371,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501121371/the-chickenshit-club-9781501121371.jpg,The Chickenshit Club,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,22487571
Brainard Carey,https://www.simonandschuster.com/books/Fund-Your-Dreams-Like-a-Creative-Genius/Brainard-Carey/Like-a-Creative-Genius/9781621536482,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536482/fund-your-dreams-like-a-creative-genius-9781621536482.jpg,Fund Your Dreams Like a Creative Genius,$12.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,27815854
Bill Ballester,https://www.simonandschuster.com/books/The-Nine-Principles-of-Winning/Bill-Ballester/9781682616574,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682616574/the-nine-principles-of-winning-9781682616574.jpg,The Nine Principles of Winning,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,84910517
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/William-Morris-Wallflower-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550216,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550216/william-morris-wallflower-foiled-journal-9781787550216.jpg,William Morris: Wallflower (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,72471961
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Gustav-Klimt-Mada-Primavesi-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550209,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550209/gustav-klimt-mada-primavesi-foiled-journal-9781787550209.jpg,Gustav Klimt: Mäda Primavesi (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,75696578
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Aimee-Stewart-Garden-Bookshelves-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550179,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550179/aimee-stewart-garden-bookshelves-foiled-journal-9781787550179.jpg,Aimee Stewart: Garden Bookshelves (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,32956267
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/George-Kossiakoff-St-Vasily-Moscow-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550193,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550193/george-kossiakoff-st-vasily-moscow-foiled-journal-9781787550193.jpg,"George Kossiakoff: St Vasily, Moscow (Foiled Journal)",$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,93979705
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Harry-Clarke-Sea-Fever-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550186,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550186/harry-clarke-sea-fever-foiled-journal-9781787550186.jpg,Harry Clarke: Sea Fever (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,89139083
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Anne-Stokes-Ascendance-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550223,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550223/anne-stokes-ascendance-foiled-journal-9781787550223.jpg,Anne Stokes: Ascendance (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,61667768
Robert W. Bly,https://www.simonandschuster.com/books/The-New-Email-Revolution/Robert-W-Bly/9781510727915,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510727915/the-new-email-revolution-9781510727915.jpg,The New Email Revolution,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,23124109
Thomas Koulopoulos,https://www.simonandschuster.com/books/Revealing-the-Invisible/Thomas-Koulopoulos/9781682616192,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682616192/revealing-the-invisible-9781682616192.jpg,Revealing the Invisible,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,20706507
Robert Cialdini,https://www.simonandschuster.com/books/Pre-Suasion/Robert-Cialdini/9781501109805,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501109805/pre-suasion-9781501109805.jpg,Pre-Suasion,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,52664712
Thomas P. Fitch,https://www.simonandschuster.com/books/Dictionary-of-Banking-Terms/Thomas-P-Fitch/Barrons-Business-Dictionaries/9781438010434,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781438010434/dictionary-of-banking-terms-9781438010434.jpg,Dictionary of Banking Terms,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,58795853
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/William-Morris-The-Story-of-Troilus-and-Criseyde-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550162,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550162/william-morris-the-story-of-troilus-and-criseyde-foiled-journal-9781787550162.jpg,William Morris: The Story of Troilus and Criseyde (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,97193054
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Nel-Whatmore-A-Million-Shades-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550117,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550117/nel-whatmore-a-million-shades-foiled-journal-9781787550117.jpg,Nel Whatmore: A Million Shades (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,27227386
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Grimms-Fairy-Tales-Winking-Owl-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550124,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550124/grimms-fairy-tales-winking-owl-foiled-journal-9781787550124.jpg,Grimm's Fairy Tales: Winking Owl (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,88129649
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Gustav-Klimt-Adele-Bloch-Bauer-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550131,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550131/gustav-klimt-adele-bloch-bauer-foiled-journal-9781787550131.jpg,Gustav Klimt: Adele Bloch Bauer (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,26970466
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Golden-Buddha-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550155,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550155/golden-buddha-foiled-journal-9781787550155.jpg,Golden Buddha (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,28249042
Bernie Swain,https://www.simonandschuster.com/books/What-Made-Me-Who-I-Am/Bernie-Swain/9781682613665,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682613665/what-made-me-who-i-am-9781682613665.jpg,What Made Me Who I Am,$16.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,87459048
Ken Coleman,https://www.simonandschuster.com/books/One-Question/Ken-Coleman/9781451681895,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781451681895/one-question-9781451681895.jpg,One Question,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,32704653
Barry H Cohen,https://www.simonandschuster.com/books/10-Ways-To-Screw-Up-An-Ad-Campaign/Barry-H-Cohen/9781507209301,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507209301/10-ways-to-screw-up-an-ad-campaign-9781507209301.jpg,10 Ways To Screw Up An Ad Campaign,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,54295574
Mark Divine,https://www.simonandschuster.com/books/WAY-OF-THE-SEAL-UPDATED-AND-EXPANDED-EDITION/Mark-Divine/9781621454038,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621454038/way-of-the-seal-9781621454038.jpg,WAY OF THE SEAL UPDATED AND EXPANDED EDITION,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,85838743
Eric Shaffert,https://www.simonandschuster.com/books/Feng-Shui-and-Money/Eric-Shaffert/9781621536383,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536383/feng-shui-and-money-9781621536383.jpg,Feng Shui and Money,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,71924149
Jill Osborn,https://www.simonandschuster.com/books/Accessing-the-Media/Jill-Osborn/9781510730250,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510730250/accessing-the-media-9781510730250.jpg,Accessing the Media,$14.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,98693336
Nancy Koehn,https://www.simonandschuster.com/books/Forged-in-Crisis/Nancy-Koehn/9781508239215,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781508239215/forged-in-crisis-9781508239215.jpg,Forged in Crisis,$29.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,69180762
Jim Clifton and Sangeeta Badal,https://www.simonandschuster.com/books/Born-to-Build/Jim-Clifton/9781595621276,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781595621276/born-to-build-9781595621276.jpg,Born to Build,$29.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,64326619
Roger Stone,https://www.simonandschuster.com/books/Stones-Rules/Roger-Stone/9781510740082,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510740082/stones-rules-9781510740082.jpg,Stone's Rules,$22.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,23237159
Andrew Keene,https://www.simonandschuster.com/books/Airbnb/Andrew-Keene/9781682617267,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682617267/airbnb-9781682617267.jpg,Airbnb,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,45859433
Irwin Stelzer,https://www.simonandschuster.com/books/The-Murdoch-Method/Irwin-Stelzer/9781681777924,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781681777924/the-murdoch-method-9781681777924.jpg,The Murdoch Method,$26.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,88167149
Allen Marshall,https://www.simonandschuster.com/books/How-You-Got-Screwed/Allen-Marshall/9781510725928,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510725928/how-you-got-screwed-9781510725928.jpg,How You Got Screwed,$12.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,94392737
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Rudyard-Kipling-The-Cat-that-Walked-by-Himself-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550087,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550087/rudyard-kipling-the-cat-that-walked-by-himself-foiled-journal-9781787550087.jpg,Rudyard Kipling: The Cat that Walked by Himself (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,96198033
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Charles-Coleman-Apple-Blossoms-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550070,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550070/charles-coleman-apple-blossoms-foiled-journal-9781787550070.jpg,Charles Coleman: Apple Blossoms (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,61925540
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Josephine-Wall-One-Hundred-Years-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550063,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550063/josephine-wall-one-hundred-years-foiled-journal-9781787550063.jpg,Josephine Wall: One Hundred Years (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,7076326
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Johannes-Vermeer-Young-Woman-with-a-Water-Pitcher-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550094,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550094/johannes-vermeer-young-woman-with-a-water-pitcher-foiled-journal-9781787550094.jpg,Johannes Vermeer: Young Woman with a Water Pitcher (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,28635381
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Aimee-Stewart-Museum-Bookshelves-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787550100,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787550100/aimee-stewart-museum-bookshelves-foiled-journal-9781787550100.jpg,Aimee Stewart: Museum Bookshelves (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,22596891
